ID,Original Assumption,Assumption,Proposition,is phrase B contain any Contrary to phrase A? by maya,is phrase B contain any Contrary to phrase A? by Watanee,is phrase B contain any Contrary to phrase A? by YY,is phrase B contain any Contrary to phrase A? by Nonraphan,is phrase B contain any Contrary to phrase A? by Phanphum,is phrase B contain any Contrary to phrase A? by Nimmida,Vote
4741,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,staff_should_learn_better_English,,,,No,No,,No
4742,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,staff_need_improve_organization,,,,No,Yes,No,No
4743,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,staff_need_improve_collaboration,,,,No,No,,No
4744,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,staff_need_keep_update,,,,No,No,,No
4745,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,not_kind_staff,,,,Yes,No,Yes,Yes
4746,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,no_empathy_staff,,,,Yes,No,Yes,Yes
4747,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,staff_fail_to_communicate_with_taxi,,,,No,No,,No
4748,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,staff_fail_to_guest_request,,,,No,No,,No
4749,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,staff_cannot_provide_double_bed,,,,No,No,,No
4750,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,offended_staff,,,,No,No,,No
4751,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,staff_not_justify_booking_issue,,,,Yes,No,Yes,Yes
4752,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
4753,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,staff_enforce_cancellation_charge,,,,No,No,,No
4754,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
4755,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,staff_not_provide_good_solution,,,,No,Yes,Yes,Yes
4756,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,staff_has_unaceptable_manner,,,,No,No,,No
4757,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,staff_not_speak_Cypriot_language,,,,No,No,,No
4758,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,no_staff_at_night,,,,No,Yes,No,No
4759,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,staff_not_understand_English_well,,,,No,No,,No
4760,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
4761,no_evident_not_staff_left_precise_information_for_arrival,staff_left_precise_information_for_arrival,only_one_staff_wear_mask,,,,No,No,,No
4762,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,staff_not_speak_English_properly,,,,No,No,,No
4763,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,staff_clean_after_complaint,,,,No,No,,No
4764,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,staff_should_learn_better_English,,,,No,No,,No
4765,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,staff_need_improve_organization,,,,No,Yes,Yes,Yes
4766,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,staff_need_improve_collaboration,,,,No,No,,No
4767,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,staff_need_keep_update,,,,No,No,,No
4768,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,not_kind_staff,,,,Yes,No,Yes,Yes
4769,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,no_empathy_staff,,,,Yes,No,Yes,Yes
4770,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,staff_fail_to_communicate_with_taxi,,,,No,No,,No
4771,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,staff_fail_to_guest_request,,,,No,No,,No
4772,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,staff_cannot_provide_double_bed,,,,No,No,,No
4773,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,offended_staff,,,,No,No,,No
4774,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,staff_not_justify_booking_issue,,,,No,No,,No
4775,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
4776,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,staff_enforce_cancellation_charge,,,,No,No,,No
4777,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
4778,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,staff_not_provide_good_solution,,,,No,Yes,No,No
4779,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,staff_has_unaceptable_manner,,,,No,No,,No
4780,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,staff_not_speak_Cypriot_language,,,,No,No,,No
4781,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,no_staff_at_night,,,,No,Yes,No,No
4782,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,staff_not_understand_English_well,,,,No,No,,No
4783,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
4784,no_evident_not_staff_send_phot_for_arrival,staff_send_phot_for_arrival,only_one_staff_wear_mask,,,,No,No,,No
4785,no_evident_not_sympathy_staff,sympathy_staff,staff_not_speak_English_properly,,,,No,No,,No
4786,no_evident_not_sympathy_staff,sympathy_staff,staff_clean_after_complaint,,,,No,No,,No
4787,no_evident_not_sympathy_staff,sympathy_staff,staff_should_learn_better_English,,,,No,No,,No
4788,no_evident_not_sympathy_staff,sympathy_staff,staff_need_improve_organization,,,,No,No,,No
4789,no_evident_not_sympathy_staff,sympathy_staff,staff_need_improve_collaboration,,,,No,No,,No
4790,no_evident_not_sympathy_staff,sympathy_staff,staff_need_keep_update,,,,No,No,,No
4791,no_evident_not_sympathy_staff,sympathy_staff,not_kind_staff,,,,Yes,Yes,,Yes
4792,no_evident_not_sympathy_staff,sympathy_staff,no_empathy_staff,,,,Yes,Yes,,Yes
4793,no_evident_not_sympathy_staff,sympathy_staff,staff_fail_to_communicate_with_taxi,,,,No,No,,No
4794,no_evident_not_sympathy_staff,sympathy_staff,staff_fail_to_guest_request,,,,No,No,,No
4795,no_evident_not_sympathy_staff,sympathy_staff,staff_cannot_provide_double_bed,,,,No,No,,No
4796,no_evident_not_sympathy_staff,sympathy_staff,offended_staff,,,,Yes,Yes,,Yes
4797,no_evident_not_sympathy_staff,sympathy_staff,staff_not_justify_booking_issue,,,,Yes,No,Yes,Yes
4798,no_evident_not_sympathy_staff,sympathy_staff,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
4799,no_evident_not_sympathy_staff,sympathy_staff,staff_enforce_cancellation_charge,,,,No,No,,No
4800,no_evident_not_sympathy_staff,sympathy_staff,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
4801,no_evident_not_sympathy_staff,sympathy_staff,staff_not_provide_good_solution,,,,Yes,No,Yes,Yes
4802,no_evident_not_sympathy_staff,sympathy_staff,staff_has_unaceptable_manner,,,,Yes,Yes,,Yes
4803,no_evident_not_sympathy_staff,sympathy_staff,staff_not_speak_Cypriot_language,,,,No,No,,No
4804,no_evident_not_sympathy_staff,sympathy_staff,no_staff_at_night,,,,No,No,,No
4805,no_evident_not_sympathy_staff,sympathy_staff,staff_not_understand_English_well,,,,No,No,,No
4806,no_evident_not_sympathy_staff,sympathy_staff,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
4807,no_evident_not_sympathy_staff,sympathy_staff,only_one_staff_wear_mask,,,,No,No,,No
4808,no_evident_not_staff_speak_French,staff_speak_French,staff_not_speak_English_properly,,,,No,No,,No
4809,no_evident_not_staff_speak_French,staff_speak_French,staff_clean_after_complaint,,,,No,No,,No
4810,no_evident_not_staff_speak_French,staff_speak_French,staff_should_learn_better_English,,,,No,No,,No
4811,no_evident_not_staff_speak_French,staff_speak_French,staff_need_improve_organization,,,,No,No,,No
4812,no_evident_not_staff_speak_French,staff_speak_French,staff_need_improve_collaboration,,,,No,No,,No
4813,no_evident_not_staff_speak_French,staff_speak_French,staff_need_keep_update,,,,No,No,,No
4814,no_evident_not_staff_speak_French,staff_speak_French,not_kind_staff,,,,No,No,,No
4815,no_evident_not_staff_speak_French,staff_speak_French,no_empathy_staff,,,,No,No,,No
4816,no_evident_not_staff_speak_French,staff_speak_French,staff_fail_to_communicate_with_taxi,,,,No,No,,No
4817,no_evident_not_staff_speak_French,staff_speak_French,staff_fail_to_guest_request,,,,No,No,,No
4818,no_evident_not_staff_speak_French,staff_speak_French,staff_cannot_provide_double_bed,,,,No,No,,No
4819,no_evident_not_staff_speak_French,staff_speak_French,offended_staff,,,,No,No,,No
4820,no_evident_not_staff_speak_French,staff_speak_French,staff_not_justify_booking_issue,,,,No,No,,No
4821,no_evident_not_staff_speak_French,staff_speak_French,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
4822,no_evident_not_staff_speak_French,staff_speak_French,staff_enforce_cancellation_charge,,,,No,No,,No
4823,no_evident_not_staff_speak_French,staff_speak_French,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
4824,no_evident_not_staff_speak_French,staff_speak_French,staff_not_provide_good_solution,,,,No,No,,No
4825,no_evident_not_staff_speak_French,staff_speak_French,staff_has_unaceptable_manner,,,,No,No,,No
4826,no_evident_not_staff_speak_French,staff_speak_French,staff_not_speak_Cypriot_language,,,,No,No,,No
4827,no_evident_not_staff_speak_French,staff_speak_French,no_staff_at_night,,,,No,No,,No
4828,no_evident_not_staff_speak_French,staff_speak_French,staff_not_understand_English_well,,,,No,No,,No
4829,no_evident_not_staff_speak_French,staff_speak_French,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
4830,no_evident_not_staff_speak_French,staff_speak_French,only_one_staff_wear_mask,,,,No,No,,No
4831,no_evident_not_staff_settle_early,staff_settle_early,staff_not_speak_English_properly,,,,No,No,,No
4832,no_evident_not_staff_settle_early,staff_settle_early,staff_clean_after_complaint,,,,No,No,,No
4833,no_evident_not_staff_settle_early,staff_settle_early,staff_should_learn_better_English,,,,No,No,,No
4834,no_evident_not_staff_settle_early,staff_settle_early,staff_need_improve_organization,,,,No,No,,No
4835,no_evident_not_staff_settle_early,staff_settle_early,staff_need_improve_collaboration,,,,No,No,,No
4836,no_evident_not_staff_settle_early,staff_settle_early,staff_need_keep_update,,,,No,No,,No
4837,no_evident_not_staff_settle_early,staff_settle_early,not_kind_staff,,,,No,No,,No
4838,no_evident_not_staff_settle_early,staff_settle_early,no_empathy_staff,,,,Yes,No,Yes,Yes
4839,no_evident_not_staff_settle_early,staff_settle_early,staff_fail_to_communicate_with_taxi,,,,No,No,,No
4840,no_evident_not_staff_settle_early,staff_settle_early,staff_fail_to_guest_request,,,,No,No,,No
4841,no_evident_not_staff_settle_early,staff_settle_early,staff_cannot_provide_double_bed,,,,No,No,,No
4842,no_evident_not_staff_settle_early,staff_settle_early,offended_staff,,,,No,No,,No
4843,no_evident_not_staff_settle_early,staff_settle_early,staff_not_justify_booking_issue,,,,No,No,,No
4844,no_evident_not_staff_settle_early,staff_settle_early,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
4845,no_evident_not_staff_settle_early,staff_settle_early,staff_enforce_cancellation_charge,,,,No,No,,No
4846,no_evident_not_staff_settle_early,staff_settle_early,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
4847,no_evident_not_staff_settle_early,staff_settle_early,staff_not_provide_good_solution,,,,No,No,,No
4848,no_evident_not_staff_settle_early,staff_settle_early,staff_has_unaceptable_manner,,,,No,No,,No
4849,no_evident_not_staff_settle_early,staff_settle_early,staff_not_speak_Cypriot_language,,,,No,No,,No
4850,no_evident_not_staff_settle_early,staff_settle_early,no_staff_at_night,,,,No,Yes,Yes,Yes
4851,no_evident_not_staff_settle_early,staff_settle_early,staff_not_understand_English_well,,,,No,No,,No
4852,no_evident_not_staff_settle_early,staff_settle_early,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
4853,no_evident_not_staff_settle_early,staff_settle_early,only_one_staff_wear_mask,,,,No,No,,No
4854,no_evident_not_staff_think_all_detail,staff_think_all_detail,staff_not_speak_English_properly,,,,No,No,,No
4855,no_evident_not_staff_think_all_detail,staff_think_all_detail,staff_clean_after_complaint,,,,No,No,,No
4856,no_evident_not_staff_think_all_detail,staff_think_all_detail,staff_should_learn_better_English,,,,No,No,,No
4857,no_evident_not_staff_think_all_detail,staff_think_all_detail,staff_need_improve_organization,,,,No,Yes,Yes,Yes
4858,no_evident_not_staff_think_all_detail,staff_think_all_detail,staff_need_improve_collaboration,,,,No,No,,No
4859,no_evident_not_staff_think_all_detail,staff_think_all_detail,staff_need_keep_update,,,,No,No,,No
4860,no_evident_not_staff_think_all_detail,staff_think_all_detail,not_kind_staff,,,,No,No,,No
4861,no_evident_not_staff_think_all_detail,staff_think_all_detail,no_empathy_staff,,,,No,No,,No
4862,no_evident_not_staff_think_all_detail,staff_think_all_detail,staff_fail_to_communicate_with_taxi,,,,No,No,,No
4863,no_evident_not_staff_think_all_detail,staff_think_all_detail,staff_fail_to_guest_request,,,,No,No,,No
4864,no_evident_not_staff_think_all_detail,staff_think_all_detail,staff_cannot_provide_double_bed,,,,No,No,,No
4865,no_evident_not_staff_think_all_detail,staff_think_all_detail,offended_staff,,,,No,No,,No
4866,no_evident_not_staff_think_all_detail,staff_think_all_detail,staff_not_justify_booking_issue,,,,No,No,,No
4867,no_evident_not_staff_think_all_detail,staff_think_all_detail,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
4868,no_evident_not_staff_think_all_detail,staff_think_all_detail,staff_enforce_cancellation_charge,,,,No,No,,No
4869,no_evident_not_staff_think_all_detail,staff_think_all_detail,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
4870,no_evident_not_staff_think_all_detail,staff_think_all_detail,staff_not_provide_good_solution,,,,No,No,,No
4871,no_evident_not_staff_think_all_detail,staff_think_all_detail,staff_has_unaceptable_manner,,,,No,No,,No
4872,no_evident_not_staff_think_all_detail,staff_think_all_detail,staff_not_speak_Cypriot_language,,,,No,No,,No
4873,no_evident_not_staff_think_all_detail,staff_think_all_detail,no_staff_at_night,,,,No,No,,No
4874,no_evident_not_staff_think_all_detail,staff_think_all_detail,staff_not_understand_English_well,,,,No,No,,No
4875,no_evident_not_staff_think_all_detail,staff_think_all_detail,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
4876,no_evident_not_staff_think_all_detail,staff_think_all_detail,only_one_staff_wear_mask,,,,No,No,,No
4877,no_evident_not_staff_take_care_late_check-in,staff_take_care_late_check-in,staff_not_speak_English_properly,,,,No,No,,No
4878,no_evident_not_staff_take_care_late_check-in,staff_take_care_late_check-in,staff_clean_after_complaint,,,,No,No,,No
4879,no_evident_not_staff_take_care_late_check-in,staff_take_care_late_check-in,staff_should_learn_better_English,,,,No,No,,No
4880,no_evident_not_staff_take_care_late_check-in,staff_take_care_late_check-in,staff_need_improve_organization,,,,No,No,,No
4881,no_evident_not_staff_take_care_late_check-in,staff_take_care_late_check-in,staff_need_improve_collaboration,,,,No,No,,No
4882,no_evident_not_staff_take_care_late_check-in,staff_take_care_late_check-in,staff_need_keep_update,,,,No,No,,No
4883,no_evident_not_staff_take_care_late_check-in,staff_take_care_late_check-in,not_kind_staff,,,,Yes,No,Yes,Yes
